"Name","POS","Age","HT","WT","NAT","APP","SUB","SV","GA","A","FC","FA","YC","RC","G","SH","ST","Team"
"Rodri16","M","28","6' 3""","181 lbs","Spain","2","1",NA,NA,"0","1","2","0","0","0","0","0","manchester_city"
"Kevin De Bruyne17","M","33","5' 11""","150 lbs","Belgium","10","3",NA,NA,"2","9","8","2","0","2","25","7","manchester_city"
"Ilkay Gündogan19","M","34","5' 11""","174 lbs","Germany","16","3",NA,NA,"1","10","16","1","0","0","15","3","manchester_city"
"Bernardo Silva20","M","30","5' 8""","141 lbs","Portugal","17","2",NA,NA,"4","11","13","4","0","1","20","6","manchester_city"
"Matheus Nunes27","M","26","6' 0""","172 lbs","Portugal","12","6",NA,NA,"3","14","8","1","0","0","4","0","manchester_city"
"Phil Foden47","M","24","5' 7""","139 lbs","England","12","4",NA,NA,"1","2","17","1","0","1","30","7","manchester_city"
"Oscar Bobb52","M","21","5' 9""","152 lbs","Norway","--","--",NA,NA,"--","--","--","--","--","--","--","--","manchester_city"
"Jacob Wright56","M","19","5' 10""","141 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_city"
"Nico O'Reilly75","M","19","6' 2""","170 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_city"
"James McAtee87","M","22","5' 11""","159 lbs","England","2","2",NA,NA,"0","0","0","0","0","0","0","0","manchester_city"
"Farid Alfa-Ruprecht","F","18","5' 9""","163 lbs","Germany","--","--",NA,NA,"--","--","--","--","--","--","--","--","manchester_city"
"Erling Haaland9","F","24","6' 4""","192 lbs","Norway","17","0",NA,NA,"1","13","10","2","0","13","74","36","manchester_city"
"Jérémy Doku11","F","22","5' 8""","146 lbs","Belgium","13","6",NA,NA,"2","2","15","0","0","2","15","4","manchester_city"
"Savinho26","F","20","5' 10""","146 lbs","Brazil","14","5",NA,NA,"2","10","11","2","0","0","18","7","manchester_city"
"Divin Mubama67","F","20","6' 0""","--","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_city"
"Martin Dúbravka1","G","35","6' 3""","183 lbs","Slovakia","2","0","3","0","0","0","0","0","0",NA,NA,NA,"newcastle_united"
"Odisseas Vlachodimos19","G","30","6' 2""","172 lbs","Greece","0","0","0","0","0","0","0","0","0",NA,NA,NA,"newcastle_united"
"Nick Pope22","G","32","6' 3""","168 lbs","England","15","0","54","20","0","0","0","2","0",NA,NA,NA,"newcastle_united"
"John Ruddy26","G","38","6' 4""","212 lbs","England","0","0","0","0","0","0","0","0","0",NA,NA,NA,"newcastle_united"
"Mark Gillespie29","G","32","6' 4""","183 lbs","England","--","--","--","--","--","--","--","--","--",NA,NA,NA,"newcastle_united"
"Kieran Trippier2","D","34","5' 10""","157 lbs","England","9","6",NA,NA,"0","7","2","0","0","0","1","0","newcastle_united"
"Sven Botman4","D","24","6' 4""","179 lbs","Netherlands","--","--",NA,NA,"--","--","--","--","--","--","--","--","newcastle_united"
"Fabian Schär5","D","33","6' 1""","183 lbs","Switzerland","15","0",NA,NA,"0","11","6","4","1","2","14","2","newcastle_united"
"Jamaal Lascelles6","D","31","6' 2""","194 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","newcastle_united"
"Matt Targett13","D","29","6' 0""","152 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","newcastle_united"
"Emil Krafth17","D","30","6' 0""","183 lbs","Sweden","3","1",NA,NA,"0","2","1","0","0","0","1","0","newcastle_united"
"Lewis Hall20","D","20","5' 10""","161 lbs","England","17","3",NA,NA,"2","5","14","3","0","0","6","1","newcastle_united"
"Valentino Livramento21","D","22","6' 0""","141 lbs","England","17","3",NA,NA,"0","4","17","0","0","0","1","0","newcastle_united"
"Lloyd Kelly25","D","26","5' 10""","152 lbs","England","8","4",NA,NA,"1","4","5","2","0","0","2","0","newcastle_united"
"Dan Burn33","D","32","6' 6""","192 lbs","England","16","0",NA,NA,"0","13","5","5","0","0","11","4","newcastle_united"
"Alex Murphy37","D","20","6' 2""","172 lbs","Republic of Ireland","0","0",NA,NA,"0","0","0","0","0","0","0","0","newcastle_united"
"Isaac Hayden","M","29","6' 1""","172 lbs","Jamaica","--","--",NA,NA,"--","--","--","--","--","--","--","--","newcastle_united"
"Sandro Tonali8","M","24","5' 11""","172 lbs","Italy","15","7",NA,NA,"1","11","20","4","0","0","11","3","newcastle_united"
"Harvey Barnes11","M","27","5' 9""","146 lbs","England","17","11",NA,NA,"1","8","11","0","0","5","26","9","newcastle_united"
"Jacob Murphy23","M","29","5' 10""","161 lbs","England","14","4",NA,NA,"5","5","3","2","0","3","17","6","newcastle_united"
"Miguel Almirón24","M","30","5' 9""","152 lbs","Paraguay","7","6",NA,NA,"0","1","3","0","0","0","4","1","newcastle_united"
"Joe Willock28","M","25","5' 10""","157 lbs","England","14","8",NA,NA,"1","9","8","2","0","0","9","1","newcastle_united"
"Sean Longstaff36","M","27","5' 11""","141 lbs","England","16","8",NA,NA,"0","8","5","2","0","0","6","1","newcastle_united"
"Bruno Guimarães39","M","27","6' 0""","161 lbs","Brazil","17","0",NA,NA,"4","25","61","3","0","1","20","5","newcastle_united"
"Lewis Miley67","M","18","6' 1""","159 lbs","England","1","1",NA,NA,"0","0","0","0","0","0","0","0","newcastle_united"
"Joelinton7","F","28","6' 1""","179 lbs","Brazil","16","0",NA,NA,"0","35","18","5","0","2","26","8","newcastle_united"
"Callum Wilson9","F","32","5' 11""","146 lbs","England","4","4",NA,NA,"0","0","1","1","0","0","0","0","newcastle_united"
"Anthony Gordon10","F","23","6' 0""","159 lbs","England","16","1",NA,NA,"3","10","38","1","0","3","30","12","newcastle_united"
"Alexander Isak14","F","25","6' 4""","170 lbs","Sweden","15","0",NA,NA,"4","12","6","0","0","10","44","20","newcastle_united"
"William Osula18","F","21","5' 11""","179 lbs","Denmark","5","5",NA,NA,"0","1","0","0","0","0","0","0","newcastle_united"
"Garang Kuol38","F","20","5' 9""","150 lbs","Australia","--","--",NA,NA,"--","--","--","--","--","--","--","--","newcastle_united"
"Bernd Leno1","G","32","6' 2""","181 lbs","Germany","17","0","47","21","1","0","1","2","0",NA,NA,NA,"fulham"
"Steven Benda23","G","26","6' 4""","183 lbs","Germany","0","0","0","0","0","0","0","0","0",NA,NA,NA,"fulham"
"Alex Borto36","G","21","6' 2""","174 lbs","USA","--","--","--","--","--","--","--","--","--",NA,NA,NA,"fulham"
"Kenny Tete2","D","29","5' 11""","157 lbs","Netherlands","15","0",NA,NA,"2","22","12","3","0","0","19","2","fulham"
"Calvin Bassey3","D","24","6' 1""","168 lbs","Nigeria","16","0",NA,NA,"0","13","15","5","0","0","7","2","fulham"
"Joachim Andersen5","D","28","6' 4""","190 lbs","Denmark","9","0",NA,NA,"0","5","7","1","1","0","9","3","fulham"
"Jorge Cuenca15","D","25","6' 3""","163 lbs","Spain","4","3",NA,NA,"0","0","1","0","0","0","0","0","fulham"
"Timothy Castagne21","D","29","6' 1""","174 lbs","Belgium","7","5",NA,NA,"0","0","1","0","0","0","2","1","fulham"
"Issa Diop31","D","27","6' 4""","203 lbs","France","12","3",NA,NA,"0","6","2","2","0","0","6","3","fulham"
"Antonee Robinson33","D","27","6' 0""","152 lbs","USA","17","0",NA,NA,"6","13","8","3","0","0","10","1","fulham"
"Samuel Amissah35","D","17","--","--","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","fulham"
"Luc de Fougerolles44","D","19","5' 10""","159 lbs","Canada","--","--",NA,NA,"--","--","--","--","--","--","--","--","fulham"
"Harrison Reed6","M","29","5' 11""","159 lbs","England","8","8",NA,NA,"0","5","2","2","0","0","1","0","fulham"
"Harry Wilson8","M","27","5' 8""","139 lbs","Wales","13","10",NA,NA,"0","5","8","2","0","3","14","4","fulham"
"Tom Cairney10","M","33","6' 1""","183 lbs","Scotland","11","10",NA,NA,"0","3","5","2","1","1","2","1","fulham"
"Sander Berge16","M","26","6' 5""","212 lbs","Norway","14","4",NA,NA,"0","10","2","2","0","0","1","0","fulham"
"Andreas Pereira18","M","28","5' 10""","157 lbs","Brazil","15","2",NA,NA,"0","14","12","5","0","2","21","7","fulham"
"Sasa Lukic20","M","28","6' 0""","168 lbs","Serbia","12","1",NA,NA,"0","24","13","6","0","0","2","0","fulham"
"Ryan Sessegnon30","M","24","5' 10""","152 lbs","England","1","1",NA,NA,"0","1","0","0","0","0","0","0","fulham"
"Emile Smith Rowe32","M","24","6' 0""","172 lbs","England","16","2",NA,NA,"2","9","9","1","0","3","17","4","fulham"
"Raúl Jiménez7","F","33","6' 3""","168 lbs","Mexico","17","5",NA,NA,"2","18","18","2","0","5","34","14","fulham"
"Rodrigo Muniz9","F","23","5' 10""","148 lbs","Brazil","16","11",NA,NA,"1","7","17","1","0","2","18","6","fulham"
"Adama Traoré11","F","28","5' 10""","190 lbs","Spain","16","6",NA,NA,"4","10","17","2","0","1","22","8","fulham"
"Carlos Vinícius12","F","29","6' 3""","190 lbs","Brazil","1","1",NA,NA,"0","0","0","0","0","0","1","1","fulham"
"Alex Iwobi17","F","28","5' 11""","163 lbs","Nigeria","17","0",NA,NA,"3","11","10","1","0","5","33","16","fulham"
"Reiss Nelson19","F","25","5' 9""","157 lbs","England","12","7",NA,NA,"1","7","10","1","0","1","12","6","fulham"
"Joshua King24","F","32","5' 11""","161 lbs","Norway","2","1",NA,NA,"0","1","2","0","0","0","0","0","fulham"
"Martial Godo47","F","21","5' 7""","132 lbs","England","1","1",NA,NA,"0","0","0","0","0","0","0","0","fulham"
"Bart Verbruggen1","G","22","6' 4""","146 lbs","Netherlands","15","0","45","24","0","0","0","3","0",NA,NA,NA,"brighton_hove_albion"
"Jason Steele23","G","34","6' 2""","172 lbs","England","2","0","3","1","0","0","1","0","0",NA,NA,NA,"brighton_hove_albion"
"Killian Cahill38","G","21","6' 0""","148 lbs","--","0","0","0","0","0","0","0","0","0",NA,NA,NA,"brighton_hove_albion"
"Tariq Lamptey2","D","24","5' 4""","119 lbs","Ghana","6","3",NA,NA,"2","3","2","0","0","1","2","1","brighton_hove_albion"
"Igor Julio3","D","26","6' 1""","185 lbs","Brazil","10","3",NA,NA,"0","7","6","3","0","0","1","0","brighton_hove_albion"
"Adam Webster4","D","29","6' 3""","163 lbs","England","3","1",NA,NA,"0","1","0","0","0","0","0","0","brighton_hove_albion"
"Lewis Dunk5","D","33","6' 4""","192 lbs","England","13","1",NA,NA,"0","4","6","4","0","0","9","2","brighton_hove_albion"
"Jan Paul van Hecke29","D","24","6' 2""","172 lbs","Netherlands","15","1",NA,NA,"1","10","5","4","0","0","8","2","brighton_hove_albion"
"Pervis Estupiñán30","D","26","5' 9""","161 lbs","Ecuador","14","3",NA,NA,"1","21","8","3","0","0","12","1","brighton_hove_albion"
"Joël Veltman34","D","32","6' 0""","163 lbs","Netherlands","12","0",NA,NA,"0","9","27","2","0","0","2","0","brighton_hove_albion"
"Ruairi Mcconville44","D","19","6' 4""","174 lbs","Northern Ireland","0","0",NA,NA,"0","0","0","0","0","0","0","0","brighton_hove_albion"
"Imari Samuels47","D","21","6' 2""","172 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","brighton_hove_albion"
"Ed Turns48","D","22","6' 1""","172 lbs","Wales","--","--",NA,NA,"--","--","--","--","--","--","--","--","brighton_hove_albion"
"Jacob Slater53","D","20","6' 0""","--","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","brighton_hove_albion"
"James Milner6","M","38","5' 9""","152 lbs","England","3","0",NA,NA,"0","3","1","1","0","0","2","0","brighton_hove_albion"
"Solly March7","M","30","5' 11""","192 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","brighton_hove_albion"
"Brajan Gruda8","M","20","5' 10""","152 lbs","Germany","7","6",NA,NA,"0","0","2","0","0","0","1","0","brighton_hove_albion"
"Julio Enciso10","M","20","5' 8""","139 lbs","Paraguay","9","9",NA,NA,"0","2","4","0","0","0","10","6","brighton_hove_albion"
"Jakub Moder15","M","25","6' 2""","172 lbs","Poland","2","2",NA,NA,"0","0","0","0","0","0","0","0","brighton_hove_albion"
"Carlos Baleba20","M","20","5' 10""","161 lbs","Cameroon","14","2",NA,NA,"1","18","21","3","1","2","20","6","brighton_hove_albion"
"Kaoru Mitoma22","M","27","5' 10""","161 lbs","Japan","17","1",NA,NA,"2","20","13","0","0","3","32","13","brighton_hove_albion"
"Ferdi Kadioglu24","M","25","5' 9""","150 lbs","Turkey","6","1",NA,NA,"0","5","3","1","0","1","4","1","brighton_hove_albion"
"Yasin Ayari26","M","21","5' 8""","150 lbs","Sweden","14","5",NA,NA,"0","15","16","2","0","0","13","5","brighton_hove_albion"
"Mats Wieffer27","M","25","6' 2""","172 lbs","Netherlands","13","9",NA,NA,"2","14","5","2","0","1","5","2","brighton_hove_albion"
"Cameron Peupion32","M","22","5' 9""","168 lbs","Australia","--","--",NA,NA,"--","--","--","--","--","--","--","--","brighton_hove_albion"
"Matt O'Riley33","M","24","6' 2""","170 lbs","Denmark","5","3",NA,NA,"0","2","3","1","0","1","5","2","brighton_hove_albion"
"Jack Hinshelwood41","M","19","5' 11""","168 lbs","England","10","0",NA,NA,"0","7","2","2","0","1","8","3","brighton_hove_albion"
"João Pedro9","F","23","6' 0""","152 lbs","Brazil","11","2",NA,NA,"3","6","20","1","0","4","18","7","brighton_hove_albion"
"Simon Adingra11","F","22","5' 9""","150 lbs","Ivory Coast","11","8",NA,NA,"1","5","0","0","0","1","8","3","brighton_hove_albion"
"Georginio Rutter14","F","22","6' 0""","183 lbs","France","16","3",NA,NA,"2","22","25","2","0","2","31","6","brighton_hove_albion"
"Yankuba Minteh17","F","20","5' 11""","141 lbs","Gambia","12","6",NA,NA,"1","8","4","2","0","2","9","3","brighton_hove_albion"
"Danny Welbeck18","F","34","6' 1""","161 lbs","England","14","1",NA,NA,"2","6","13","1","0","6","35","12","brighton_hove_albion"
"Evan Ferguson28","F","20","6' 0""","172 lbs","Republic of Ireland","12","10",NA,NA,"0","3","1","0","0","1","7","2","brighton_hove_albion"
"Guglielmo Vicario1","G","28","6' 4""","183 lbs","Italy","12","0","29","13","0","0","1","1","0",NA,NA,NA,"tottenham_hotspur"
"Fraser Forster20","G","36","6' 7""","203 lbs","England","5","0","26","12","0","0","0","0","0",NA,NA,NA,"tottenham_hotspur"
"Brandon Austin40","G","25","6' 2""","181 lbs","England","0","0","0","0","0","0","0","0","0",NA,NA,NA,"tottenham_hotspur"
"Alfie Whiteman41","G","26","6' 2""","183 lbs","England","--","--","--","--","--","--","--","--","--",NA,NA,NA,"tottenham_hotspur"
"Sergio Reguilón3","D","28","5' 10""","150 lbs","Spain","0","0",NA,NA,"0","0","0","0","0","0","0","0","tottenham_hotspur"
"Radu Dragusin6","D","22","6' 3""","185 lbs","Romania","10","2",NA,NA,"0","3","7","0","0","0","3","1","tottenham_hotspur"
"Destiny Udogie13","D","22","6' 1""","161 lbs","Italy","16","0",NA,NA,"1","20","27","2","0","0","5","1","tottenham_hotspur"
"Cristian Romero17","D","26","6' 1""","172 lbs","Argentina","12","0",NA,NA,"0","7","9","1","0","1","11","4","tottenham_hotspur"
"Pedro Porro23","D","25","5' 8""","150 lbs","Spain","17","2",NA,NA,"2","10","17","2","0","2","25","6","tottenham_hotspur"
"Djed Spence24","D","24","6' 1""","157 lbs","England","6","4",NA,NA,"1","1","0","1","0","0","1","0","tottenham_hotspur"
"Ben Davies33","D","31","5' 11""","170 lbs","Wales","4","1",NA,NA,"0","2","1","1","0","0","0","0","tottenham_hotspur"
"Micky van de Ven37","D","23","6' 4""","179 lbs","Netherlands","9","0",NA,NA,"2","8","6","4","0","0","5","1","tottenham_hotspur"
"Alfie Dorrington48","D","19","5' 11""","163 lbs","England","1","1",NA,NA,"0","0","0","0","0","0","0","0","tottenham_hotspur"
"Dante Cassanova59","D","20","5' 10""","146 lbs","Jamaica","--","--",NA,NA,"--","--","--","--","--","--","--","--","tottenham_hotspur"
"Maeson King74","D","19","--","--","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","tottenham_hotspur"
"Malachi Hardy79","D","16","6' 2""","172 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","tottenham_hotspur"
"Yves Bissouma8","M","28","6' 0""","174 lbs","Mali","13","4",NA,NA,"0","14","14","5","0","2","4","2","tottenham_hotspur"
"James Maddison10","M","28","5' 9""","161 lbs","England","17","3",NA,NA,"4","15","40","3","0","8","27","16","tottenham_hotspur"
"Archie Gray14","M","18","6' 2""","152 lbs","England","10","7",NA,NA,"0","2","3","0","0","0","1","1","tottenham_hotspur"
"Lucas Bergvall15","M","18","6' 2""","161 lbs","Sweden","11","10",NA,NA,"0","7","2","2","0","0","2","0","tottenham_hotspur"
"Dejan Kulusevski21","M","24","6' 1""","174 lbs","Sweden","17","2",NA,NA,"3","22","25","3","0","5","28","11","tottenham_hotspur"
"Pape Matar Sarr29","M","22","6' 1""","152 lbs","Senegal","17","7",NA,NA,"2","18","20","3","0","1","16","7","tottenham_hotspur"
"Rodrigo Bentancur30","M","27","6' 2""","159 lbs","Uruguay","10","3",NA,NA,"1","13","3","4","0","1","11","2","tottenham_hotspur"
"Callum Olusesi64","M","17","5' 9""","141 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","tottenham_hotspur"
"Son Heung-Min7","F","32","6' 0""","172 lbs","South Korea","14","1",NA,NA,"6","3","11","0","0","5","31","16","tottenham_hotspur"
"Richarlison9","F","27","6' 0""","183 lbs","Brazil","5","5",NA,NA,"1","1","2","1","0","0","1","0","tottenham_hotspur"
"Timo Werner16","F","28","5' 11""","163 lbs","Germany","14","11",NA,NA,"3","2","5","0","0","0","8","3","tottenham_hotspur"
"Dominic Solanke19","F","27","6' 2""","174 lbs","England","14","0",NA,NA,"3","22","19","0","0","6","33","17","tottenham_hotspur"
"Brennan Johnson22","F","23","6' 1""","161 lbs","Wales","17","4",NA,NA,"2","12","10","3","0","6","37","12","tottenham_hotspur"
"Wilson Odobert28","F","20","6' 0""","168 lbs","France","3","1",NA,NA,"0","0","2","0","0","0","6","0","tottenham_hotspur"
"Will Lankshear42","F","19","6' 2""","174 lbs","England","2","2",NA,NA,"0","0","0","0","0","0","0","0","tottenham_hotspur"
"Mikey Moore47","F","17","5' 11""","163 lbs","England","4","3",NA,NA,"0","0","3","0","0","0","1","0","tottenham_hotspur"
"Damola Ajayi63","F","18","5' 9""","163 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","tottenham_hotspur"
"Luca Williams-Barnett78","F","16","5' 9""","--","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","tottenham_hotspur"
"Julian Eyestone","G","18","--","--","USA","--","--","--","--","--","--","--","--","--",NA,NA,NA,"brentford"
"Mark Flekken1","G","31","6' 5""","192 lbs","Netherlands","17","0","82","31","1","0","2","1","0",NA,NA,NA,"brentford"
"Hákon Rafn Valdimarsson12","G","23","6' 2""","194 lbs","Iceland","0","0","0","0","0","0","0","0","0",NA,NA,NA,"brentford"
"Matthew Cox34","G","21","6' 0""","139 lbs","England","--","--","--","--","--","--","--","--","--",NA,NA,NA,"brentford"
"Aaron Hickey2","D","22","5' 10""","159 lbs","Scotland","--","--",NA,NA,"--","--","--","--","--","--","--","--","brentford"
"Rico Henry3","D","27","5' 7""","148 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","brentford"
"Sepp van den Berg4","D","23","6' 2""","161 lbs","Netherlands","14","1",NA,NA,"0","11","3","1","0","0","8","3","brentford"
"Ethan Pinnock5","D","31","6' 2""","172 lbs","Jamaica","16","0",NA,NA,"0","5","3","2","0","2","10","6","brentford"
"Ben Mee16","D","35","5' 11""","161 lbs","England","4","3",NA,NA,"0","2","0","1","0","0","0","0","brentford"
"Kristoffer Ajer20","D","26","6' 6""","203 lbs","Norway","10","1",NA,NA,"0","8","4","3","0","0","3","2","brentford"
"Jayden Meghoma21","D","18","5' 9""","174 lbs","England","1","1",NA,NA,"0","0","0","0","0","0","0","0","brentford"
"Nathan Collins22","D","23","6' 4""","183 lbs","Republic of Ireland","17","0",NA,NA,"1","12","10","2","0","2","12","5","brentford"
"Mads Roerslev30","D","25","6' 0""","170 lbs","Denmark","13","8",NA,NA,"1","3","5","1","0","0","1","0","brentford"
"Kim Ji-Soo36","D","19","6' 4""","183 lbs","South Korea","0","0",NA,NA,"0","0","0","0","0","0","0","0","brentford"
"Christian Nørgaard6","M","30","6' 2""","161 lbs","Denmark","14","0",NA,NA,"2","18","18","2","1","1","15","5","brentford"
"Kevin Schade7","M","23","6' 0""","161 lbs","Germany","17","9",NA,NA,"2","8","11","2","0","4","20","9","brentford"
"Mathias Jensen8","M","28","5' 11""","159 lbs","Denmark","8","2",NA,NA,"1","6","9","1","0","0","5","1","brentford"
"Josh Dasilva10","M","26","6' 0""","163 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","brentford"
"Yoane Wissa11","M","28","5' 9""","161 lbs","Congo DR","14","1",NA,NA,"1","9","22","2","0","9","24","14","brentford"
"Fábio Carvalho14","M","22","5' 7""","137 lbs","Portugal","16","13",NA,NA,"1","5","10","1","0","1","10","4","brentford"
"Yehor Yarmoliuk18","M","20","5' 11""","159 lbs","Ukraine","12","8",NA,NA,"0","2","2","1","0","0","5","1","brentford"
"Bryan Mbeumo19","M","25","5' 8""","139 lbs","Cameroon","17","0",NA,NA,"2","12","18","2","0","10","28","16","brentford"
"Mikkel Damsgaard24","M","24","5' 11""","146 lbs","Denmark","17","3",NA,NA,"5","7","13","1","0","2","15","6","brentford"
"Yunus Konak26","M","18","5' 11""","168 lbs","--","5","5",NA,NA,"0","2","0","0","0","0","1","0","brentford"
"Vitaly Janelt27","M","26","6' 0""","172 lbs","Germany","16","2",NA,NA,"3","13","9","2","0","1","10","3","brentford"
"Ryan Trevitt28","M","21","5' 7""","141 lbs","England","1","1",NA,NA,"0","0","0","0","0","0","0","0","brentford"
"Paris Maghoma32","M","23","5' 11""","150 lbs","England","3","3",NA,NA,"0","1","3","0","0","0","0","0","brentford"
"Tony Yogane42","M","19","5' 10""","150 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","brentford"
"Thiago9","F","23","6' 3""","185 lbs","Brazil","4","3",NA,NA,"0","3","3","0","0","0","1","0","brentford"
"Keane Lewis-Potter23","F","23","5' 7""","148 lbs","England","17","2",NA,NA,"1","7","12","3","0","0","15","8","brentford"
"Gustavo Nunes39","F","19","5' 8""","150 lbs","Brazil","--","--",NA,NA,"--","--","--","--","--","--","--","--","brentford"
"Iwan Morgan40","F","18","6' 0""","163 lbs","Wales","--","--",NA,NA,"--","--","--","--","--","--","--","--","brentford"
"Altay Bayindir1","G","26","6' 6""","192 lbs","Turkey","0","0","0","0","0","0","0","0","0",NA,NA,NA,"manchester_united"
"Tom Heaton22","G","38","6' 2""","185 lbs","England","0","0","0","0","0","0","0","0","0",NA,NA,NA,"manchester_united"
"André Onana24","G","28","6' 3""","203 lbs","Cameroon","17","0","42","22","0","0","2","0","0",NA,NA,NA,"manchester_united"
"Victor Lindelöf2","D","30","6' 2""","174 lbs","Sweden","5","5",NA,NA,"0","2","0","1","0","0","0","0","manchester_united"
"Noussair Mazraoui3","D","27","6' 0""","139 lbs","Morocco","17","2",NA,NA,"1","19","12","1","0","0","5","1","manchester_united"
"Matthijs de Ligt4","D","25","6' 2""","194 lbs","Netherlands","16","3",NA,NA,"0","9","6","2","0","1","8","5","manchester_united"
"Harry Maguire5","D","31","6' 4""","196 lbs","England","10","4",NA,NA,"0","7","2","4","0","0","1","0","manchester_united"
"Lisandro Martínez6","D","26","5' 9""","159 lbs","Argentina","14","0",NA,NA,"1","13","4","5","0","0","12","3","manchester_united"
"Tyrell Malacia12","D","25","5' 7""","148 lbs","Netherlands","2","0",NA,NA,"0","3","2","1","0","0","0","0","manchester_united"
"Leny Yoro15","D","19","6' 3""","183 lbs","France","4","3",NA,NA,"0","0","0","0","0","0","2","1","manchester_united"
"Diogo Dalot20","D","25","6' 0""","172 lbs","Portugal","17","0",NA,NA,"1","23","5","3","0","0","11","3","manchester_united"
"Luke Shaw23","D","29","5' 10""","174 lbs","England","2","2",NA,NA,"0","0","0","0","0","0","0","0","manchester_united"
"Jonny Evans35","D","36","6' 2""","170 lbs","Northern Ireland","6","3",NA,NA,"0","5","6","1","0","0","1","0","manchester_united"
"Harry Amass41","D","17","5' 11""","157 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_united"
"Habeeb Ogunneye75","D","19","5' 10""","139 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","manchester_united"
"Godwill Kukonki87","D","16","6' 5""","--","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_united"
"Mason Mount7","M","25","5' 11""","168 lbs","England","8","4",NA,NA,"0","8","4","2","0","0","3","2","manchester_united"
"Bruno Fernandes8","M","30","5' 10""","146 lbs","Portugal","17","0",NA,NA,"5","13","20","1","1","4","50","12","manchester_united"
"Christian Eriksen14","M","32","6' 0""","168 lbs","Denmark","9","3",NA,NA,"0","3","2","2","0","0","3","0","manchester_united"
"Casemiro18","M","32","6' 1""","183 lbs","Brazil","12","3",NA,NA,"0","9","11","1","0","1","15","4","manchester_united"
"Manuel Ugarte25","M","23","6' 0""","170 lbs","Uruguay","12","5",NA,NA,"0","20","10","4","0","0","3","0","manchester_united"
"Kobbie Mainoo37","M","19","5' 9""","159 lbs","England","11","1",NA,NA,"0","15","17","5","0","0","6","1","manchester_united"
"Toby Collyer43","M","20","5' 11""","161 lbs","England","1","1",NA,NA,"0","0","2","0","0","0","0","0","manchester_united"
"Daniel Gore44","M","20","5' 7""","137 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","manchester_united"
"Jack Fletcher57","M","17","5' 11""","172 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_united"
"Jayce Fitzgerald76","M","17","5' 10""","152 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_united"
"Rasmus Højlund9","F","21","6' 3""","190 lbs","Denmark","12","4",NA,NA,"0","6","12","1","0","2","10","5","manchester_united"
"Marcus Rashford10","F","27","5' 11""","152 lbs","England","15","3",NA,NA,"1","8","7","2","0","4","16","8","manchester_united"
"Joshua Zirkzee11","F","23","6' 4""","183 lbs","Netherlands","17","11",NA,NA,"1","5","2","1","0","3","16","8","manchester_united"
"Amad16","F","22","5' 8""","159 lbs","Ivory Coast","15","5",NA,NA,"6","10","12","2","0","2","25","9","manchester_united"
"Alejandro Garnacho17","F","20","5' 11""","161 lbs","Argentina","16","6",NA,NA,"1","5","19","1","0","3","37","16","manchester_united"
"Antony21","F","24","5' 9""","139 lbs","Brazil","4","4",NA,NA,"0","1","1","0","0","0","3","2","manchester_united"
"Ethan Wheatley36","F","18","6' 2""","168 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_united"
"Lukasz Fabianski1","G","39","6' 3""","183 lbs","Poland","10","1","37","16","0","1","0","2","0",NA,NA,NA,"west_ham_united"
"Wes Foderingham21","G","33","6' 1""","163 lbs","England","0","0","0","0","0","0","0","0","0",NA,NA,NA,"west_ham_united"
"Alphonse Areola23","G","31","6' 5""","205 lbs","France","8","0","20","13","0","0","0","0","0",NA,NA,NA,"west_ham_united"
"Aaron Cresswell3","D","35","5' 7""","146 lbs","England","5","5",NA,NA,"0","1","0","1","0","0","1","0","west_ham_united"
"Vladimír Coufal5","D","32","5' 9""","168 lbs","Czechia","10","6",NA,NA,"0","12","6","2","0","0","3","0","west_ham_united"
"Konstantinos Mavropanos15","D","27","6' 4""","205 lbs","Greece","14","3",NA,NA,"0","7","8","2","0","0","11","2","west_ham_united"
